row_id,issue
1884,last_review_date missing/unparseable
1885,Missing booking_url
1885,last_review_date missing/unparseable
1886,Missing booking_url
1886,last_review_date missing/unparseable
1887,Missing booking_url
1887,last_review_date missing/unparseable
1888,Missing booking_url
1888,last_review_date missing/unparseable
1889,Missing booking_url
1889,last_review_date missing/unparseable
1890,Missing booking_url
1890,last_review_date missing/unparseable
1890,Duplicate email
1890,Duplicate domain
1891,Missing booking_url
1891,last_review_date missing/unparseable
1892,Missing booking_url
1892,last_review_date missing/unparseable
1893,Missing booking_url
1893,last_review_date missing/unparseable
1894,Missing booking_url
1894,last_review_date missing/unparseable
1894,Duplicate email
1894,Duplicate domain
1895,Missing booking_url
1895,last_review_date missing/unparseable
1896,Missing booking_url
1896,last_review_date missing/unparseable
1897,Missing booking_url
1897,last_review_date missing/unparseable
1898,Missing booking_url
1898,last_review_date missing/unparseable
1899,Missing booking_url
1899,last_review_date missing/unparseable
1900,Missing booking_url
1900,last_review_date missing/unparseable
1900,Duplicate email
1900,Duplicate domain
1901,Missing booking_url
1901,last_review_date missing/unparseable
1902,Missing booking_url
1902,last_review_date missing/unparseable
1902,Duplicate email
1902,Duplicate domain
1903,Missing booking_url
1903,last_review_date missing/unparseable
1904,Missing booking_url
1904,last_review_date missing/unparseable
1905,Missing booking_url
1905,last_review_date missing/unparseable
1906,Missing booking_url
1906,last_review_date missing/unparseable
1906,Duplicate email
1906,Duplicate domain
1907,Missing booking_url
1907,last_review_date missing/unparseable
1907,Duplicate email
1907,Duplicate domain
1908,Missing booking_url
1908,last_review_date missing/unparseable
1908,Duplicate email
1909,Missing booking_url
1909,last_review_date missing/unparseable
1910,Missing booking_url
1910,last_review_date missing/unparseable
1911,Missing booking_url
1911,last_review_date missing/unparseable
1912,Missing booking_url
1912,last_review_date missing/unparseable
1913,Missing booking_url
1913,last_review_date missing/unparseable
1914,Missing booking_url
1914,last_review_date missing/unparseable
1915,Missing booking_url
1915,last_review_date missing/unparseable
1916,Missing booking_url
1916,last_review_date missing/unparseable
1917,Missing booking_url
1917,last_review_date missing/unparseable
1918,Missing booking_url
1918,last_review_date missing/unparseable
1919,Missing booking_url
1919,last_review_date missing/unparseable
1920,Missing booking_url
1920,last_review_date missing/unparseable
1921,Missing booking_url
1921,last_review_date missing/unparseable
1922,Missing booking_url
1922,last_review_date missing/unparseable
1922,Duplicate email
1923,Missing booking_url
1923,last_review_date missing/unparseable
1924,Missing booking_url
1924,last_review_date missing/unparseable
1925,Missing booking_url
1925,last_review_date missing/unparseable
1926,Missing booking_url
1926,last_review_date missing/unparseable
1927,Missing booking_url
1927,last_review_date missing/unparseable
1928,Missing booking_url
1928,last_review_date missing/unparseable
1929,Missing booking_url
1929,last_review_date missing/unparseable
1930,Missing booking_url
1930,last_review_date missing/unparseable
1930,Duplicate domain
1931,Missing booking_url
1931,last_review_date missing/unparseable
1932,Missing booking_url
1932,last_review_date missing/unparseable
1932,Duplicate email
1933,Missing booking_url
1933,last_review_date missing/unparseable
1934,Missing booking_url
1934,last_review_date missing/unparseable
1935,Missing booking_url
1935,last_review_date missing/unparseable
1936,Missing booking_url
1936,last_review_date missing/unparseable
1937,Missing booking_url
1937,last_review_date missing/unparseable
1938,Missing booking_url
1938,last_review_date missing/unparseable
1938,Duplicate email
1938,Duplicate domain
1939,Missing booking_url
1939,last_review_date missing/unparseable
1939,Duplicate domain
1940,Missing booking_url
1940,last_review_date missing/unparseable
1941,Missing booking_url
1941,last_review_date missing/unparseable
1942,Missing booking_url
1942,last_review_date missing/unparseable
1943,Missing booking_url
1943,last_review_date missing/unparseable
1944,Missing booking_url
1944,last_review_date missing/unparseable
1945,Missing booking_url
1945,last_review_date missing/unparseable
1946,Missing booking_url
1946,last_review_date missing/unparseable
1946,Duplicate email
1946,Duplicate domain
1947,Missing booking_url
1947,last_review_date missing/unparseable
1948,Missing booking_url
1948,last_review_date missing/unparseable
1949,Missing booking_url
1949,last_review_date missing/unparseable
1950,Missing booking_url
1950,last_review_date missing/unparseable
1951,Missing booking_url
1951,last_review_date missing/unparseable
1952,Missing booking_url
1952,last_review_date missing/unparseable
1953,Missing booking_url
1953,last_review_date missing/unparseable
1953,Duplicate email
1954,Missing booking_url
1954,last_review_date missing/unparseable
1955,Missing booking_url
1955,last_review_date missing/unparseable
1956,Missing booking_url
1956,last_review_date missing/unparseable
1956,Duplicate email
1956,Duplicate domain
1957,Missing booking_url
1957,last_review_date missing/unparseable
1958,Missing booking_url
1958,last_review_date missing/unparseable
1959,Missing booking_url
1959,last_review_date missing/unparseable
1960,Missing booking_url
1960,last_review_date missing/unparseable
1961,Missing booking_url
1961,last_review_date missing/unparseable
1962,Missing booking_url
1962,last_review_date missing/unparseable
1963,Missing booking_url
1963,last_review_date missing/unparseable
1964,Missing booking_url
1964,last_review_date missing/unparseable
1965,Missing booking_url
1965,last_review_date missing/unparseable
1966,Missing booking_url
1966,last_review_date missing/unparseable
1967,Missing booking_url
1967,last_review_date missing/unparseable
1968,Missing booking_url
1968,last_review_date missing/unparseable
1969,Missing booking_url
1969,last_review_date missing/unparseable
1970,Missing booking_url
1970,last_review_date missing/unparseable
1970,Duplicate email
1970,Duplicate domain
1971,Missing booking_url
1971,last_review_date missing/unparseable
1972,Missing booking_url
1972,last_review_date missing/unparseable
1973,Missing booking_url
1973,last_review_date missing/unparseable
1974,Missing booking_url
1974,last_review_date missing/unparseable
1974,Duplicate email
1975,Missing booking_url
1975,last_review_date missing/unparseable
1976,Missing booking_url
1976,last_review_date missing/unparseable
1976,Duplicate email
1976,Duplicate domain
1977,Missing booking_url
1977,last_review_date missing/unparseable
1978,Missing booking_url
1978,last_review_date missing/unparseable
1979,Missing booking_url
1979,last_review_date missing/unparseable
1979,Duplicate email
1980,Missing booking_url
1980,last_review_date missing/unparseable
1980,Duplicate email
1980,Duplicate domain
1981,Missing booking_url
1981,last_review_date missing/unparseable
1981,Duplicate email
1981,Duplicate domain
1982,Missing booking_url
1982,last_review_date missing/unparseable
1983,Missing booking_url
1983,last_review_date missing/unparseable
1984,Missing booking_url
1984,last_review_date missing/unparseable
1985,Missing booking_url
1985,last_review_date missing/unparseable
1986,Missing booking_url
1986,last_review_date missing/unparseable
1987,Missing booking_url
1987,last_review_date missing/unparseable
1988,Missing booking_url
1988,last_review_date missing/unparseable
1989,Missing booking_url
1989,last_review_date missing/unparseable
1990,Missing booking_url
1990,last_review_date missing/unparseable
1991,Missing booking_url
1991,last_review_date missing/unparseable
1992,Missing booking_url
1992,last_review_date missing/unparseable
1993,Missing booking_url
1993,last_review_date missing/unparseable
1994,Missing booking_url
1994,last_review_date missing/unparseable
1995,Missing booking_url
1995,last_review_date missing/unparseable
1996,Missing booking_url
1996,last_review_date missing/unparseable
1997,Missing booking_url
1997,last_review_date missing/unparseable
1998,Missing booking_url
1998,last_review_date missing/unparseable
1999,Missing booking_url
1999,last_review_date missing/unparseable
2000,Missing booking_url
2000,last_review_date missing/unparseable
2001,Missing booking_url
2001,last_review_date missing/unparseable
2002,Missing booking_url
2002,last_review_date missing/unparseable
2003,Missing booking_url
2003,last_review_date missing/unparseable
2004,Missing booking_url
2004,last_review_date missing/unparseable
2005,Missing booking_url
2005,last_review_date missing/unparseable
2006,Missing booking_url
2006,last_review_date missing/unparseable
2007,Missing booking_url
2007,last_review_date missing/unparseable
2007,Duplicate email
2007,Duplicate domain
2008,Missing booking_url
2008,last_review_date missing/unparseable
2008,Duplicate email
2008,Duplicate domain
2009,Missing booking_url
2009,last_review_date missing/unparseable
2010,Missing booking_url
2010,last_review_date missing/unparseable
2011,Missing booking_url
2011,last_review_date missing/unparseable
2012,Missing booking_url
2012,last_review_date missing/unparseable
2012,Duplicate email
2012,Duplicate domain
2012,Duplicate phone
2013,Missing booking_url
2013,last_review_date missing/unparseable
2014,Missing booking_url
2014,last_review_date missing/unparseable
2015,Missing booking_url
2015,last_review_date missing/unparseable
2016,Missing booking_url
2016,last_review_date missing/unparseable
2017,Missing booking_url
2017,last_review_date missing/unparseable
2018,Missing booking_url
2018,last_review_date missing/unparseable
2018,Duplicate email
2018,Duplicate domain
2018,Duplicate phone
2019,Missing booking_url
2019,last_review_date missing/unparseable
2020,Missing booking_url
2020,last_review_date missing/unparseable
2021,Missing booking_url
2021,last_review_date missing/unparseable
2022,Missing booking_url
2022,last_review_date missing/unparseable
2023,Missing booking_url
2023,last_review_date missing/unparseable
2023,Duplicate email
2024,Missing booking_url
2024,last_review_date missing/unparseable
2025,Missing booking_url
2025,last_review_date missing/unparseable
2026,Missing booking_url
2026,last_review_date missing/unparseable
2026,Duplicate email
2026,Duplicate domain
2027,Missing booking_url
2027,last_review_date missing/unparseable
2027,Duplicate email
2027,Duplicate domain
2028,Missing booking_url
2028,last_review_date missing/unparseable
2029,Missing booking_url
2029,last_review_date missing/unparseable
2030,Missing booking_url
2030,last_review_date missing/unparseable
2031,Missing booking_url
2031,last_review_date missing/unparseable
2032,Missing booking_url
2032,last_review_date missing/unparseable
2033,Missing booking_url
2033,last_review_date missing/unparseable
2034,Missing booking_url
2034,last_review_date missing/unparseable
2035,Missing booking_url
2035,last_review_date missing/unparseable
2036,Missing booking_url
2036,last_review_date missing/unparseable
2037,Missing booking_url
2037,last_review_date missing/unparseable
2037,Duplicate domain
2038,Missing booking_url
2038,last_review_date missing/unparseable
2039,Missing booking_url
2039,last_review_date missing/unparseable
2040,Missing booking_url
2040,last_review_date missing/unparseable
2041,Missing booking_url
2041,last_review_date missing/unparseable
2042,Missing booking_url
2042,last_review_date missing/unparseable
2043,Missing booking_url
2043,last_review_date missing/unparseable
2044,Missing booking_url
2044,last_review_date missing/unparseable
2044,Duplicate domain
2045,Missing booking_url
2045,last_review_date missing/unparseable
2045,Duplicate domain
2046,Missing booking_url
2046,last_review_date missing/unparseable
2046,Duplicate email
2046,Duplicate domain
2047,Missing booking_url
2047,last_review_date missing/unparseable
2048,Missing booking_url
2048,last_review_date missing/unparseable
2049,Missing booking_url
2049,last_review_date missing/unparseable
2050,Missing booking_url
2050,last_review_date missing/unparseable
2051,Missing booking_url
2051,last_review_date missing/unparseable
2052,Missing booking_url
2052,last_review_date missing/unparseable
2053,Missing booking_url
2053,last_review_date missing/unparseable
2054,Missing booking_url
2054,last_review_date missing/unparseable
2054,Duplicate email
2054,Duplicate domain
2055,Missing booking_url
2055,last_review_date missing/unparseable
2056,Missing booking_url
2056,last_review_date missing/unparseable
2057,Missing booking_url
2057,last_review_date missing/unparseable
2058,Missing booking_url
2058,last_review_date missing/unparseable
2059,Missing booking_url
2059,last_review_date missing/unparseable
2060,Missing booking_url
2060,last_review_date missing/unparseable
2061,Missing booking_url
2061,last_review_date missing/unparseable
2062,Missing booking_url
2062,last_review_date missing/unparseable
2062,Duplicate email
2062,Duplicate domain
2063,Missing booking_url
2063,last_review_date missing/unparseable
2064,Missing booking_url
2064,last_review_date missing/unparseable
2064,Duplicate domain
2065,Missing booking_url
2065,last_review_date missing/unparseable
2065,Duplicate domain
2066,Missing booking_url
2066,last_review_date missing/unparseable
2067,Missing booking_url
2067,last_review_date missing/unparseable
2068,Missing booking_url
2068,last_review_date missing/unparseable
2069,Missing booking_url
2069,last_review_date missing/unparseable
2070,Missing booking_url
2070,last_review_date missing/unparseable
2071,Missing booking_url
2071,last_review_date missing/unparseable
2072,Missing booking_url
2072,last_review_date missing/unparseable
2073,Missing booking_url
2073,last_review_date missing/unparseable
2073,Duplicate domain
2074,Missing booking_url
2074,last_review_date missing/unparseable
2074,Duplicate email
2075,Missing booking_url
2075,last_review_date missing/unparseable
2075,Duplicate email
2076,Missing booking_url
2076,last_review_date missing/unparseable
2077,Missing booking_url
2077,last_review_date missing/unparseable
2078,Missing booking_url
2078,last_review_date missing/unparseable
2079,Missing booking_url
2079,last_review_date missing/unparseable
2080,Missing booking_url
2080,last_review_date missing/unparseable
2081,Missing booking_url
2081,last_review_date missing/unparseable
2081,Duplicate domain
2082,Missing booking_url
2082,last_review_date missing/unparseable
2083,Missing booking_url
2083,last_review_date missing/unparseable
2083,Duplicate domain
2084,Missing booking_url
2084,last_review_date missing/unparseable
2085,Missing booking_url
2085,last_review_date missing/unparseable
2085,Duplicate email
2086,Missing booking_url
2086,last_review_date missing/unparseable
2087,Missing booking_url
2087,last_review_date missing/unparseable
2088,Missing booking_url
2088,last_review_date missing/unparseable
2089,Missing booking_url
2089,last_review_date missing/unparseable
2090,Missing booking_url
2090,last_review_date missing/unparseable
2091,Missing booking_url
2091,last_review_date missing/unparseable
2091,Duplicate email
2092,Missing booking_url
2092,last_review_date missing/unparseable
2093,Missing booking_url
2093,last_review_date missing/unparseable
2094,Missing booking_url
2094,last_review_date missing/unparseable
2095,Missing booking_url
2095,last_review_date missing/unparseable
2096,Missing booking_url
2096,last_review_date missing/unparseable
2097,Missing booking_url
2097,last_review_date missing/unparseable
2097,Duplicate email
2097,Duplicate domain
2098,Missing booking_url
2098,last_review_date missing/unparseable
2099,Missing booking_url
2099,last_review_date missing/unparseable
2100,Missing booking_url
2100,last_review_date missing/unparseable
2101,Missing booking_url
2101,last_review_date missing/unparseable
2101,Duplicate domain
2102,Missing booking_url
2102,last_review_date missing/unparseable
2103,Missing booking_url
2103,last_review_date missing/unparseable
2104,Missing booking_url
2104,last_review_date missing/unparseable
2104,Duplicate email
2104,Duplicate domain
2105,Missing booking_url
2105,last_review_date missing/unparseable
2106,Missing booking_url
2106,last_review_date missing/unparseable
2107,Missing booking_url
2107,last_review_date missing/unparseable
2108,Missing booking_url
2108,last_review_date missing/unparseable
2109,Missing booking_url
2109,last_review_date missing/unparseable
2110,Missing booking_url
2110,last_review_date missing/unparseable
2111,Missing booking_url
2111,last_review_date missing/unparseable
2112,Missing booking_url
2112,last_review_date missing/unparseable
2113,Missing booking_url
2113,last_review_date missing/unparseable
2114,Missing booking_url
2114,last_review_date missing/unparseable
2115,Missing booking_url
2115,last_review_date missing/unparseable
2115,Duplicate domain
2116,Missing booking_url
2116,last_review_date missing/unparseable
2116,Duplicate email
2116,Duplicate domain
2117,Missing booking_url
2117,last_review_date missing/unparseable
2118,Missing booking_url
2118,last_review_date missing/unparseable
2118,Duplicate email
2119,Missing booking_url
2119,last_review_date missing/unparseable
2120,Missing booking_url
2120,last_review_date missing/unparseable
2120,Duplicate domain
2121,Missing booking_url
2121,last_review_date missing/unparseable
2122,Missing booking_url
2122,last_review_date missing/unparseable
2123,Missing booking_url
2123,last_review_date missing/unparseable
2124,Missing booking_url
2124,last_review_date missing/unparseable
2125,Missing booking_url
2125,last_review_date missing/unparseable
2126,Missing booking_url
2126,last_review_date missing/unparseable
2127,Missing booking_url
2127,last_review_date missing/unparseable
2128,Missing booking_url
2128,last_review_date missing/unparseable
2129,Missing booking_url
2129,last_review_date missing/unparseable
2129,Duplicate domain
2129,Duplicate phone
2130,Missing booking_url
2130,last_review_date missing/unparseable
2131,Missing booking_url
2131,last_review_date missing/unparseable
2131,Duplicate email
2131,Duplicate domain
2132,Missing booking_url
2132,last_review_date missing/unparseable
2133,Missing booking_url
2133,last_review_date missing/unparseable
2134,Missing booking_url
2134,last_review_date missing/unparseable
2135,Missing booking_url
2135,last_review_date missing/unparseable
2136,Missing booking_url
2136,last_review_date missing/unparseable
2137,Missing booking_url
2137,last_review_date missing/unparseable
2137,Duplicate domain
2138,Missing booking_url
2138,last_review_date missing/unparseable
2139,Missing booking_url
2139,last_review_date missing/unparseable
2140,Missing booking_url
2140,last_review_date missing/unparseable
2141,Missing booking_url
2141,last_review_date missing/unparseable
2141,Duplicate email
2141,Duplicate domain
2141,Duplicate phone
2142,Missing booking_url
2142,last_review_date missing/unparseable
2143,Missing booking_url
2143,last_review_date missing/unparseable
2144,Missing booking_url
2144,last_review_date missing/unparseable
2145,Missing booking_url
2145,last_review_date missing/unparseable
2146,Missing booking_url
2146,last_review_date missing/unparseable
2147,Missing booking_url
2147,last_review_date missing/unparseable
2148,Missing booking_url
2148,last_review_date missing/unparseable
2149,Missing booking_url
2149,last_review_date missing/unparseable
2150,Missing booking_url
2150,last_review_date missing/unparseable
2151,Missing booking_url
2151,last_review_date missing/unparseable
2152,Missing booking_url
2152,last_review_date missing/unparseable
2152,Duplicate email
2153,Missing booking_url
2153,last_review_date missing/unparseable
2153,Duplicate email
2153,Duplicate domain
2154,Missing booking_url
2154,last_review_date missing/unparseable
2154,Duplicate email
2155,Missing booking_url
2155,last_review_date missing/unparseable
2155,Duplicate email
2155,Duplicate domain
2155,Duplicate phone
2156,Missing booking_url
2156,last_review_date missing/unparseable
2157,Missing booking_url
2157,last_review_date missing/unparseable
2158,Missing booking_url
2158,last_review_date missing/unparseable
2159,Missing booking_url
2159,last_review_date missing/unparseable
2160,Missing booking_url
2160,last_review_date missing/unparseable
2161,Missing booking_url
2161,last_review_date missing/unparseable
2161,Duplicate domain
2162,Missing booking_url
2162,last_review_date missing/unparseable
2163,Missing booking_url
2163,last_review_date missing/unparseable
2164,Missing booking_url
2164,last_review_date missing/unparseable
2165,Missing booking_url
2165,last_review_date missing/unparseable
2166,Missing booking_url
2166,last_review_date missing/unparseable
2166,Duplicate email
2166,Duplicate domain
2167,Missing booking_url
2167,last_review_date missing/unparseable
2168,Missing booking_url
2168,last_review_date missing/unparseable
2169,Missing booking_url
2169,last_review_date missing/unparseable
2169,Duplicate email
2169,Duplicate domain
2170,Missing booking_url
2170,last_review_date missing/unparseable
2170,Duplicate domain
2171,Missing booking_url
2171,last_review_date missing/unparseable
2172,Missing booking_url
2172,last_review_date missing/unparseable
2173,Missing booking_url
2173,last_review_date missing/unparseable
2174,Missing booking_url
2174,last_review_date missing/unparseable
2174,Duplicate domain
2175,Missing booking_url
2175,last_review_date missing/unparseable
2176,Missing booking_url
2176,last_review_date missing/unparseable
2177,Missing booking_url
2177,last_review_date missing/unparseable
2178,Missing booking_url
2178,last_review_date missing/unparseable
2179,Missing booking_url
2179,last_review_date missing/unparseable
2180,Missing booking_url
2180,last_review_date missing/unparseable
2181,Missing booking_url
2181,last_review_date missing/unparseable
2182,Missing booking_url
2182,last_review_date missing/unparseable
2182,Duplicate email
2183,Missing booking_url
2183,last_review_date missing/unparseable
2184,Missing booking_url
2184,last_review_date missing/unparseable
2185,Missing booking_url
2185,last_review_date missing/unparseable
2185,Duplicate email
2185,Duplicate domain
2186,Missing booking_url
2186,last_review_date missing/unparseable
2186,Duplicate email
2186,Duplicate domain
2187,Missing booking_url
2187,last_review_date missing/unparseable
2187,Duplicate email
2187,Duplicate domain
2188,Missing booking_url
2188,last_review_date missing/unparseable
2189,Missing booking_url
2189,last_review_date missing/unparseable
2190,Missing booking_url
2190,last_review_date missing/unparseable
2190,Duplicate email
2191,Missing booking_url
2191,last_review_date missing/unparseable
2191,Duplicate email
2192,Missing booking_url
2192,last_review_date missing/unparseable
2193,Missing booking_url
2193,last_review_date missing/unparseable
2194,Missing booking_url
2194,last_review_date missing/unparseable
2194,Duplicate email
2194,Duplicate domain
2195,Missing booking_url
2195,last_review_date missing/unparseable
2196,Missing booking_url
2196,last_review_date missing/unparseable
2197,Missing booking_url
2197,last_review_date missing/unparseable
2197,Duplicate email
2198,Missing booking_url
2198,last_review_date missing/unparseable
2199,Missing booking_url
2199,last_review_date missing/unparseable
2200,Missing booking_url
2200,last_review_date missing/unparseable
2200,Duplicate domain
2201,Missing booking_url
2201,last_review_date missing/unparseable
2202,Missing booking_url
2202,last_review_date missing/unparseable
2203,Missing booking_url
2203,last_review_date missing/unparseable
2204,Missing booking_url
2204,last_review_date missing/unparseable
2205,Missing booking_url
2205,last_review_date missing/unparseable
2206,Missing booking_url
2206,last_review_date missing/unparseable
2207,Missing booking_url
2207,last_review_date missing/unparseable
2207,Duplicate email
2207,Duplicate domain
2208,Missing booking_url
2208,last_review_date missing/unparseable
2209,Missing booking_url
2209,last_review_date missing/unparseable
2210,Missing booking_url
2210,last_review_date missing/unparseable
2210,Duplicate email
2210,Duplicate domain
2211,Missing booking_url
2211,last_review_date missing/unparseable
2212,Missing booking_url
2212,last_review_date missing/unparseable
2213,Missing booking_url
2213,last_review_date missing/unparseable
2214,Missing booking_url
2214,last_review_date missing/unparseable
2214,Duplicate email
2214,Duplicate domain
2214,Duplicate phone
2215,Missing booking_url
2215,last_review_date missing/unparseable
2216,Missing booking_url
2216,last_review_date missing/unparseable
2217,Missing booking_url
2217,last_review_date missing/unparseable
2218,Missing booking_url
2218,last_review_date missing/unparseable
2219,Missing booking_url
2219,last_review_date missing/unparseable
2220,Missing booking_url
2220,last_review_date missing/unparseable
2220,Duplicate domain
2221,Missing booking_url
2221,last_review_date missing/unparseable
2222,Missing booking_url
2222,last_review_date missing/unparseable
2223,Missing booking_url
2223,last_review_date missing/unparseable
2224,Missing booking_url
2224,last_review_date missing/unparseable
2225,Missing booking_url
2225,last_review_date missing/unparseable
2226,Missing booking_url
2226,last_review_date missing/unparseable
2227,Missing booking_url
2227,last_review_date missing/unparseable
2228,Missing booking_url
2228,last_review_date missing/unparseable
2229,Missing booking_url
2229,last_review_date missing/unparseable
2230,Missing booking_url
2230,last_review_date missing/unparseable
2231,Missing booking_url
2231,last_review_date missing/unparseable
2232,Missing booking_url
2232,last_review_date missing/unparseable
2233,Missing booking_url
2233,last_review_date missing/unparseable
2234,Missing booking_url
2234,last_review_date missing/unparseable
2234,Duplicate email
2235,Missing booking_url
2235,last_review_date missing/unparseable
2235,Duplicate email
2235,Duplicate domain
2236,Missing booking_url
2236,last_review_date missing/unparseable
2237,Missing booking_url
2237,last_review_date missing/unparseable
2237,Duplicate email
2237,Duplicate domain
2238,Missing booking_url
2238,last_review_date missing/unparseable
2239,Missing booking_url
2239,last_review_date missing/unparseable
2240,Missing booking_url
2240,last_review_date missing/unparseable
2241,Missing booking_url
2241,last_review_date missing/unparseable
2242,Missing booking_url
2242,last_review_date missing/unparseable
2243,Missing booking_url
2243,last_review_date missing/unparseable
2244,Missing booking_url
2244,last_review_date missing/unparseable
2245,Missing booking_url
2245,last_review_date missing/unparseable
2246,Missing booking_url
2246,last_review_date missing/unparseable
2246,Duplicate domain
2247,Missing booking_url
2247,last_review_date missing/unparseable
2248,Missing booking_url
2248,last_review_date missing/unparseable
2248,Duplicate email
2248,Duplicate domain
2249,Missing booking_url
2249,last_review_date missing/unparseable
2249,Duplicate email
2249,Duplicate domain
2250,Missing booking_url
2250,last_review_date missing/unparseable
2251,Missing booking_url
2251,last_review_date missing/unparseable
2252,Missing booking_url
2252,last_review_date missing/unparseable
2252,Duplicate email
2252,Duplicate domain
2252,Duplicate phone
2253,Missing booking_url
2253,last_review_date missing/unparseable
2254,Missing booking_url
2254,last_review_date missing/unparseable
2255,Missing booking_url
2255,last_review_date missing/unparseable
2256,Missing booking_url
2256,last_review_date missing/unparseable
2257,Missing booking_url
2257,last_review_date missing/unparseable
2258,Missing booking_url
2258,last_review_date missing/unparseable
2259,Missing booking_url
2259,last_review_date missing/unparseable
2259,Duplicate email
2259,Duplicate domain
2260,Missing booking_url
2260,last_review_date missing/unparseable
2261,Missing booking_url
2261,last_review_date missing/unparseable
2262,Missing booking_url
2262,last_review_date missing/unparseable
2263,Missing booking_url
2263,last_review_date missing/unparseable
2264,Missing booking_url
2264,last_review_date missing/unparseable
2264,Duplicate domain
2265,Missing booking_url
2265,last_review_date missing/unparseable
2266,Missing booking_url
2266,last_review_date missing/unparseable
2267,Missing booking_url
2267,last_review_date missing/unparseable
2268,Missing booking_url
2268,last_review_date missing/unparseable
2269,Missing booking_url
2269,last_review_date missing/unparseable
2270,Missing booking_url
2270,last_review_date missing/unparseable
2270,Duplicate domain
2270,Duplicate phone
2271,Missing booking_url
2271,last_review_date missing/unparseable
2272,Missing booking_url
2272,last_review_date missing/unparseable
2272,Duplicate email
2273,Missing booking_url
2273,last_review_date missing/unparseable
2273,Duplicate email
2274,Missing booking_url
2274,last_review_date missing/unparseable
2274,Duplicate email
2275,Missing booking_url
2275,last_review_date missing/unparseable
2275,Duplicate email
2275,Duplicate domain
2275,Duplicate phone
2276,Missing booking_url
2276,last_review_date missing/unparseable
2277,Missing booking_url
2277,last_review_date missing/unparseable
2278,Missing booking_url
2278,last_review_date missing/unparseable
2279,Missing booking_url
2279,last_review_date missing/unparseable
2280,Missing booking_url
2280,last_review_date missing/unparseable
2281,Missing booking_url
2281,last_review_date missing/unparseable
2282,Missing booking_url
2282,last_review_date missing/unparseable
2283,Missing booking_url
2283,last_review_date missing/unparseable
2283,Duplicate email
2284,Missing booking_url
2284,last_review_date missing/unparseable
2285,Missing booking_url
2285,last_review_date missing/unparseable
2286,Missing booking_url
2286,last_review_date missing/unparseable
2286,Duplicate email
2286,Duplicate domain
2287,Missing booking_url
2287,last_review_date missing/unparseable
2288,Missing booking_url
2288,last_review_date missing/unparseable
2288,Duplicate domain
2289,Missing booking_url
2289,last_review_date missing/unparseable
2290,Missing booking_url
2290,last_review_date missing/unparseable
2291,Missing booking_url
2291,last_review_date missing/unparseable
2291,Duplicate email
2291,Duplicate phone
2292,Missing booking_url
2292,last_review_date missing/unparseable
2293,Missing booking_url
2293,last_review_date missing/unparseable
2293,Duplicate email
2294,Missing booking_url
2294,last_review_date missing/unparseable
2295,Missing booking_url
2295,last_review_date missing/unparseable
2296,Missing booking_url
2296,last_review_date missing/unparseable
2296,Duplicate email
2297,Missing booking_url
2297,last_review_date missing/unparseable
2298,Missing booking_url
2298,last_review_date missing/unparseable
2299,Missing booking_url
2299,last_review_date missing/unparseable
2299,Duplicate domain
2300,Missing booking_url
2300,last_review_date missing/unparseable
2301,Missing booking_url
2301,last_review_date missing/unparseable
2302,Missing booking_url
2302,last_review_date missing/unparseable
2303,Missing booking_url
2303,last_review_date missing/unparseable
2303,Duplicate email
2303,Duplicate domain
2304,Missing booking_url
2304,last_review_date missing/unparseable
2305,Missing booking_url
2305,last_review_date missing/unparseable
2305,Duplicate email
2306,Missing booking_url
2306,last_review_date missing/unparseable
2307,Missing booking_url
2307,last_review_date missing/unparseable
2308,Missing booking_url
2308,last_review_date missing/unparseable
2308,Duplicate email
2308,Duplicate domain
2309,Missing booking_url
2309,last_review_date missing/unparseable
2309,Duplicate email
2309,Duplicate domain
2309,Duplicate phone
2310,Missing booking_url
2310,last_review_date missing/unparseable
2311,Missing booking_url
2311,last_review_date missing/unparseable
2312,Missing booking_url
2312,last_review_date missing/unparseable
2312,Duplicate email
2313,Missing booking_url
2313,last_review_date missing/unparseable
2314,Missing booking_url
2314,last_review_date missing/unparseable
2315,Missing booking_url
2315,last_review_date missing/unparseable
2316,Missing booking_url
2316,last_review_date missing/unparseable
2317,Missing booking_url
2317,last_review_date missing/unparseable
2318,Missing booking_url
2318,last_review_date missing/unparseable
2319,Missing booking_url
2319,last_review_date missing/unparseable
2320,Missing booking_url
2320,last_review_date missing/unparseable
2320,Duplicate email
2320,Duplicate domain
2321,Missing booking_url
2321,last_review_date missing/unparseable
2322,Missing booking_url
2322,last_review_date missing/unparseable
2323,Missing booking_url
2323,last_review_date missing/unparseable
2323,Duplicate email
2324,Missing booking_url
2324,last_review_date missing/unparseable
2325,Missing booking_url
2325,last_review_date missing/unparseable
2326,Missing booking_url
2326,last_review_date missing/unparseable
2327,Missing booking_url
2327,last_review_date missing/unparseable
2328,Missing booking_url
2328,last_review_date missing/unparseable
2329,Missing booking_url
2329,last_review_date missing/unparseable
2330,Missing booking_url
2330,last_review_date missing/unparseable
2331,Missing booking_url
2331,last_review_date missing/unparseable
2332,Missing booking_url
2332,last_review_date missing/unparseable
2332,Duplicate email
2332,Duplicate domain
2332,Duplicate phone
2333,Missing booking_url
2333,last_review_date missing/unparseable
2334,Missing booking_url
2334,last_review_date missing/unparseable
2335,Missing booking_url
2335,last_review_date missing/unparseable
2336,Missing booking_url
2336,last_review_date missing/unparseable
