row_id,issue
727,last_review_date missing/unparseable
728,Missing booking_url
728,last_review_date missing/unparseable
729,Missing booking_url
729,last_review_date missing/unparseable
730,Missing booking_url
730,last_review_date missing/unparseable
730,Duplicate domain
731,Missing booking_url
731,last_review_date missing/unparseable
732,Missing booking_url
732,last_review_date missing/unparseable
733,Missing booking_url
733,last_review_date missing/unparseable
734,Missing booking_url
734,last_review_date missing/unparseable
735,Missing booking_url
735,last_review_date missing/unparseable
736,Missing booking_url
736,last_review_date missing/unparseable
737,Missing booking_url
737,last_review_date missing/unparseable
738,Missing booking_url
738,last_review_date missing/unparseable
738,Duplicate email
738,Duplicate domain
739,Missing booking_url
739,last_review_date missing/unparseable
740,Missing booking_url
740,last_review_date missing/unparseable
741,Missing booking_url
741,last_review_date missing/unparseable
742,Missing booking_url
742,last_review_date missing/unparseable
743,Missing booking_url
743,last_review_date missing/unparseable
744,Missing booking_url
744,last_review_date missing/unparseable
745,Missing booking_url
745,last_review_date missing/unparseable
746,Missing booking_url
746,last_review_date missing/unparseable
746,Duplicate email
746,Duplicate domain
747,Missing booking_url
747,last_review_date missing/unparseable
748,Missing booking_url
748,last_review_date missing/unparseable
749,Missing booking_url
749,last_review_date missing/unparseable
750,Missing booking_url
750,last_review_date missing/unparseable
751,Missing booking_url
751,last_review_date missing/unparseable
752,Missing booking_url
752,last_review_date missing/unparseable
752,Duplicate email
752,Duplicate domain
753,Website missing
753,Missing booking_url
753,last_review_date missing/unparseable
753,Duplicate email
754,Missing booking_url
754,last_review_date missing/unparseable
755,Missing booking_url
755,last_review_date missing/unparseable
756,Missing booking_url
756,last_review_date missing/unparseable
757,Missing booking_url
757,last_review_date missing/unparseable
758,Missing booking_url
758,last_review_date missing/unparseable
759,Missing booking_url
759,last_review_date missing/unparseable
759,Duplicate email
760,Missing booking_url
760,last_review_date missing/unparseable
761,Missing booking_url
761,last_review_date missing/unparseable
762,Website missing
762,Missing booking_url
762,last_review_date missing/unparseable
763,Missing booking_url
763,last_review_date missing/unparseable
764,Missing booking_url
764,last_review_date missing/unparseable
765,Missing booking_url
765,last_review_date missing/unparseable
766,Missing booking_url
766,last_review_date missing/unparseable
767,Missing booking_url
767,last_review_date missing/unparseable
768,Missing booking_url
768,last_review_date missing/unparseable
769,Missing booking_url
769,last_review_date missing/unparseable
770,Missing booking_url
770,last_review_date missing/unparseable
770,Duplicate email
770,Duplicate domain
771,Missing booking_url
771,last_review_date missing/unparseable
771,Duplicate email
771,Duplicate domain
772,Website missing
772,Missing booking_url
772,last_review_date missing/unparseable
773,Missing booking_url
773,last_review_date missing/unparseable
774,Missing booking_url
774,last_review_date missing/unparseable
775,Missing booking_url
775,last_review_date missing/unparseable
776,Missing booking_url
776,last_review_date missing/unparseable
777,Missing booking_url
777,last_review_date missing/unparseable
778,Website missing
778,Missing booking_url
778,last_review_date missing/unparseable
779,Missing booking_url
779,last_review_date missing/unparseable
780,Missing booking_url
780,last_review_date missing/unparseable
781,Missing booking_url
781,last_review_date missing/unparseable
782,Missing booking_url
782,last_review_date missing/unparseable
783,Missing booking_url
783,last_review_date missing/unparseable
784,Missing booking_url
784,last_review_date missing/unparseable
785,Missing booking_url
785,last_review_date missing/unparseable
786,Missing booking_url
786,last_review_date missing/unparseable
786,Duplicate email
787,Missing booking_url
787,last_review_date missing/unparseable
787,Duplicate phone
788,Missing booking_url
788,last_review_date missing/unparseable
789,Missing booking_url
789,last_review_date missing/unparseable
790,Missing booking_url
790,last_review_date missing/unparseable
791,Missing booking_url
791,last_review_date missing/unparseable
792,Missing booking_url
792,last_review_date missing/unparseable
792,Duplicate email
793,Missing booking_url
793,last_review_date missing/unparseable
794,Missing booking_url
794,last_review_date missing/unparseable
795,Missing booking_url
795,last_review_date missing/unparseable
796,Missing booking_url
796,last_review_date missing/unparseable
797,Missing booking_url
797,last_review_date missing/unparseable
798,Missing booking_url
798,last_review_date missing/unparseable
799,Missing booking_url
799,last_review_date missing/unparseable
800,Missing booking_url
800,last_review_date missing/unparseable
800,Duplicate email
801,Missing booking_url
801,last_review_date missing/unparseable
801,Duplicate email
801,Duplicate domain
801,Duplicate phone
802,Missing booking_url
802,last_review_date missing/unparseable
803,Missing booking_url
803,last_review_date missing/unparseable
804,Missing booking_url
804,last_review_date missing/unparseable
805,Missing booking_url
805,last_review_date missing/unparseable
806,Missing booking_url
806,last_review_date missing/unparseable
807,Missing booking_url
807,last_review_date missing/unparseable
808,Missing booking_url
808,last_review_date missing/unparseable
809,Missing booking_url
809,last_review_date missing/unparseable
810,Missing booking_url
810,last_review_date missing/unparseable
811,Missing booking_url
811,last_review_date missing/unparseable
811,Duplicate email
811,Duplicate domain
812,Missing booking_url
812,last_review_date missing/unparseable
813,Missing booking_url
813,last_review_date missing/unparseable
814,Missing booking_url
814,last_review_date missing/unparseable
815,Missing booking_url
815,last_review_date missing/unparseable
816,Missing booking_url
816,last_review_date missing/unparseable
817,Missing booking_url
817,last_review_date missing/unparseable
817,Duplicate phone
818,Missing booking_url
818,last_review_date missing/unparseable
819,Missing booking_url
819,last_review_date missing/unparseable
820,Missing booking_url
820,last_review_date missing/unparseable
821,Missing booking_url
821,last_review_date missing/unparseable
821,Duplicate domain
822,Missing booking_url
822,last_review_date missing/unparseable
822,Duplicate domain
823,Missing booking_url
823,last_review_date missing/unparseable
824,Missing booking_url
824,last_review_date missing/unparseable
824,Duplicate email
825,Missing booking_url
825,last_review_date missing/unparseable
826,Missing booking_url
826,last_review_date missing/unparseable
827,Missing booking_url
827,last_review_date missing/unparseable
828,Missing booking_url
828,last_review_date missing/unparseable
829,Missing booking_url
829,last_review_date missing/unparseable
829,Duplicate email
829,Duplicate domain
829,Duplicate phone
830,Missing booking_url
830,last_review_date missing/unparseable
831,Missing booking_url
831,last_review_date missing/unparseable
832,Missing booking_url
832,last_review_date missing/unparseable
833,Missing booking_url
833,last_review_date missing/unparseable
834,Missing booking_url
834,last_review_date missing/unparseable
834,Duplicate email
834,Duplicate domain
834,Duplicate phone
835,Missing booking_url
835,last_review_date missing/unparseable
836,Missing booking_url
836,last_review_date missing/unparseable
837,Missing booking_url
837,last_review_date missing/unparseable
838,Missing booking_url
838,last_review_date missing/unparseable
838,Duplicate email
839,Missing booking_url
839,last_review_date missing/unparseable
840,Missing booking_url
840,last_review_date missing/unparseable
841,Missing booking_url
841,last_review_date missing/unparseable
842,Missing booking_url
842,last_review_date missing/unparseable
843,Missing booking_url
843,last_review_date missing/unparseable
843,Duplicate email
843,Duplicate domain
844,Missing booking_url
844,last_review_date missing/unparseable
844,Duplicate email
844,Duplicate domain
844,Duplicate phone
845,Missing booking_url
845,last_review_date missing/unparseable
846,Missing booking_url
846,last_review_date missing/unparseable
847,Missing booking_url
847,last_review_date missing/unparseable
848,Missing booking_url
848,last_review_date missing/unparseable
849,Missing booking_url
849,last_review_date missing/unparseable
850,Missing booking_url
850,last_review_date missing/unparseable
851,Missing booking_url
851,last_review_date missing/unparseable
852,Missing booking_url
852,last_review_date missing/unparseable
853,Missing booking_url
853,last_review_date missing/unparseable
854,Missing booking_url
854,last_review_date missing/unparseable
855,Missing booking_url
855,last_review_date missing/unparseable
856,Missing booking_url
856,last_review_date missing/unparseable
857,Missing booking_url
857,last_review_date missing/unparseable
858,Missing booking_url
858,last_review_date missing/unparseable
859,Missing booking_url
859,last_review_date missing/unparseable
860,Missing booking_url
860,last_review_date missing/unparseable
860,Duplicate email
861,Directory-only website
861,Missing booking_url
861,last_review_date missing/unparseable
861,Duplicate email
861,Duplicate domain
862,Missing booking_url
862,last_review_date missing/unparseable
863,Missing booking_url
863,last_review_date missing/unparseable
864,Missing booking_url
864,last_review_date missing/unparseable
864,Duplicate email
864,Duplicate domain
864,Duplicate phone
865,Missing booking_url
865,last_review_date missing/unparseable
866,Missing booking_url
866,last_review_date missing/unparseable
866,Duplicate email
866,Duplicate domain
867,Missing booking_url
867,last_review_date missing/unparseable
868,Missing booking_url
868,last_review_date missing/unparseable
868,Duplicate email
869,Missing booking_url
869,last_review_date missing/unparseable
869,Duplicate email
869,Duplicate domain
870,Missing booking_url
870,last_review_date missing/unparseable
870,Duplicate domain
871,Missing booking_url
871,last_review_date missing/unparseable
871,Duplicate email
871,Duplicate domain
872,Missing booking_url
872,last_review_date missing/unparseable
873,Website missing
873,Missing booking_url
873,last_review_date missing/unparseable
874,Missing booking_url
874,last_review_date missing/unparseable
875,Missing booking_url
875,last_review_date missing/unparseable
876,Missing booking_url
876,last_review_date missing/unparseable
877,Missing booking_url
877,last_review_date missing/unparseable
878,Missing booking_url
878,last_review_date missing/unparseable
879,Missing booking_url
879,last_review_date missing/unparseable
880,Missing booking_url
880,last_review_date missing/unparseable
881,Missing booking_url
881,last_review_date missing/unparseable
882,Missing booking_url
882,last_review_date missing/unparseable
883,Missing booking_url
883,last_review_date missing/unparseable
884,Missing booking_url
884,last_review_date missing/unparseable
884,Duplicate email
884,Duplicate domain
885,Missing booking_url
885,last_review_date missing/unparseable
886,Missing booking_url
886,last_review_date missing/unparseable
887,Missing booking_url
887,last_review_date missing/unparseable
887,Duplicate email
887,Duplicate domain
888,Missing booking_url
888,last_review_date missing/unparseable
889,Missing booking_url
889,last_review_date missing/unparseable
890,Missing booking_url
890,last_review_date missing/unparseable
891,Missing booking_url
891,last_review_date missing/unparseable
892,Missing booking_url
892,last_review_date missing/unparseable
893,Missing booking_url
893,last_review_date missing/unparseable
894,Missing booking_url
894,last_review_date missing/unparseable
895,Missing booking_url
895,last_review_date missing/unparseable
896,Missing booking_url
896,last_review_date missing/unparseable
897,Missing booking_url
897,last_review_date missing/unparseable
897,Duplicate email
898,Missing booking_url
898,last_review_date missing/unparseable
899,Missing booking_url
899,last_review_date missing/unparseable
900,Missing booking_url
900,last_review_date missing/unparseable
901,Missing booking_url
901,last_review_date missing/unparseable
902,Missing booking_url
902,last_review_date missing/unparseable
903,Missing booking_url
903,last_review_date missing/unparseable
904,Missing booking_url
904,last_review_date missing/unparseable
904,Duplicate email
904,Duplicate domain
904,Duplicate phone
905,Missing booking_url
905,last_review_date missing/unparseable
906,Missing booking_url
906,last_review_date missing/unparseable
907,Missing booking_url
907,last_review_date missing/unparseable
908,Missing booking_url
908,last_review_date missing/unparseable
909,Missing booking_url
909,last_review_date missing/unparseable
910,Missing booking_url
910,last_review_date missing/unparseable
910,Duplicate email
911,Missing booking_url
911,last_review_date missing/unparseable
911,Duplicate domain
911,Duplicate phone
912,Website missing
912,Missing booking_url
912,last_review_date missing/unparseable
913,Missing booking_url
913,last_review_date missing/unparseable
914,Missing booking_url
914,last_review_date missing/unparseable
915,Directory-only website
915,Missing booking_url
915,last_review_date missing/unparseable
915,Duplicate email
915,Duplicate domain
916,Missing booking_url
916,last_review_date missing/unparseable
917,Missing booking_url
917,last_review_date missing/unparseable
918,Missing booking_url
918,last_review_date missing/unparseable
919,Missing booking_url
919,last_review_date missing/unparseable
920,Missing booking_url
920,last_review_date missing/unparseable
921,Missing booking_url
921,last_review_date missing/unparseable
922,Missing booking_url
922,last_review_date missing/unparseable
922,Duplicate email
922,Duplicate domain
923,Missing booking_url
923,last_review_date missing/unparseable
923,Duplicate phone
924,Website missing
924,Missing booking_url
924,last_review_date missing/unparseable
925,Missing booking_url
925,last_review_date missing/unparseable
926,Missing booking_url
926,last_review_date missing/unparseable
927,Missing booking_url
927,last_review_date missing/unparseable
927,Duplicate domain
928,Missing booking_url
928,last_review_date missing/unparseable
929,Missing booking_url
929,last_review_date missing/unparseable
930,Missing booking_url
930,last_review_date missing/unparseable
931,Missing booking_url
931,last_review_date missing/unparseable
932,Missing booking_url
932,last_review_date missing/unparseable
933,Missing booking_url
933,last_review_date missing/unparseable
934,Missing booking_url
934,last_review_date missing/unparseable
935,Missing booking_url
935,last_review_date missing/unparseable
936,Missing booking_url
936,last_review_date missing/unparseable
937,Missing booking_url
937,last_review_date missing/unparseable
938,Missing booking_url
938,last_review_date missing/unparseable
939,Missing booking_url
939,last_review_date missing/unparseable
940,Missing booking_url
940,last_review_date missing/unparseable
941,Missing booking_url
941,last_review_date missing/unparseable
942,Missing booking_url
942,last_review_date missing/unparseable
943,Missing booking_url
943,last_review_date missing/unparseable
943,Duplicate email
944,Missing booking_url
944,last_review_date missing/unparseable
945,Missing booking_url
945,last_review_date missing/unparseable
946,Missing booking_url
946,last_review_date missing/unparseable
946,Duplicate domain
947,Missing booking_url
947,last_review_date missing/unparseable
948,Missing booking_url
948,last_review_date missing/unparseable
949,Missing booking_url
949,last_review_date missing/unparseable
950,Missing booking_url
950,last_review_date missing/unparseable
951,Missing booking_url
951,last_review_date missing/unparseable
952,Missing booking_url
952,last_review_date missing/unparseable
953,Missing booking_url
953,last_review_date missing/unparseable
954,Missing booking_url
954,last_review_date missing/unparseable
954,Duplicate domain
955,Missing booking_url
955,last_review_date missing/unparseable
956,Missing booking_url
956,last_review_date missing/unparseable
957,Missing booking_url
957,last_review_date missing/unparseable
958,Missing booking_url
958,last_review_date missing/unparseable
959,Missing booking_url
959,last_review_date missing/unparseable
960,Missing booking_url
960,last_review_date missing/unparseable
961,Missing booking_url
961,last_review_date missing/unparseable
962,Missing booking_url
962,last_review_date missing/unparseable
963,Missing booking_url
963,last_review_date missing/unparseable
963,Duplicate email
963,Duplicate domain
964,Website missing
964,Missing booking_url
964,last_review_date missing/unparseable
965,Missing booking_url
965,last_review_date missing/unparseable
966,Missing booking_url
966,last_review_date missing/unparseable
967,Missing booking_url
967,last_review_date missing/unparseable
968,Missing booking_url
968,last_review_date missing/unparseable
969,Missing booking_url
969,last_review_date missing/unparseable
970,Missing booking_url
970,last_review_date missing/unparseable
971,Missing booking_url
971,last_review_date missing/unparseable
972,Missing booking_url
972,last_review_date missing/unparseable
973,Missing booking_url
973,last_review_date missing/unparseable
974,Missing booking_url
974,last_review_date missing/unparseable
975,Missing booking_url
975,last_review_date missing/unparseable
976,Missing booking_url
976,last_review_date missing/unparseable
976,Duplicate email
976,Duplicate domain
977,Missing booking_url
977,last_review_date missing/unparseable
977,Duplicate email
977,Duplicate domain
977,Duplicate phone
978,Missing booking_url
978,last_review_date missing/unparseable
979,Missing booking_url
979,last_review_date missing/unparseable
980,Missing booking_url
980,last_review_date missing/unparseable
981,Missing booking_url
981,last_review_date missing/unparseable
982,Missing booking_url
982,last_review_date missing/unparseable
983,Missing booking_url
983,last_review_date missing/unparseable
984,Missing booking_url
984,last_review_date missing/unparseable
985,Missing booking_url
985,last_review_date missing/unparseable
985,Duplicate email
986,Missing booking_url
986,last_review_date missing/unparseable
987,Missing booking_url
987,last_review_date missing/unparseable
988,Missing booking_url
988,last_review_date missing/unparseable
989,Missing booking_url
989,last_review_date missing/unparseable
990,Missing booking_url
990,last_review_date missing/unparseable
991,Missing booking_url
991,last_review_date missing/unparseable
992,Missing booking_url
992,last_review_date missing/unparseable
993,Missing booking_url
993,last_review_date missing/unparseable
994,Missing booking_url
994,last_review_date missing/unparseable
995,Missing booking_url
995,last_review_date missing/unparseable
996,Missing booking_url
996,last_review_date missing/unparseable
996,Duplicate email
996,Duplicate domain
997,Missing booking_url
997,last_review_date missing/unparseable
998,Missing booking_url
998,last_review_date missing/unparseable
998,Duplicate email
999,Missing booking_url
999,last_review_date missing/unparseable
1000,Missing booking_url
1000,last_review_date missing/unparseable
1001,Missing booking_url
1001,last_review_date missing/unparseable
1002,Missing booking_url
1002,last_review_date missing/unparseable
1003,Missing booking_url
1003,last_review_date missing/unparseable
1004,Missing booking_url
1004,last_review_date missing/unparseable
1005,Missing booking_url
1005,last_review_date missing/unparseable
1006,Missing booking_url
1006,last_review_date missing/unparseable
1007,Missing booking_url
1007,last_review_date missing/unparseable
1008,Missing booking_url
1008,last_review_date missing/unparseable
1009,Missing booking_url
1009,last_review_date missing/unparseable
1010,Missing booking_url
1010,last_review_date missing/unparseable
1011,Missing booking_url
1011,last_review_date missing/unparseable
1012,Missing booking_url
1012,last_review_date missing/unparseable
1012,Duplicate email
1013,Missing booking_url
1013,last_review_date missing/unparseable
1014,Missing booking_url
1014,last_review_date missing/unparseable
1015,Missing booking_url
1015,last_review_date missing/unparseable
1016,Missing booking_url
1016,last_review_date missing/unparseable
1017,Missing booking_url
1017,last_review_date missing/unparseable
1018,Missing booking_url
1018,last_review_date missing/unparseable
1019,Missing booking_url
1019,last_review_date missing/unparseable
1020,Missing booking_url
1020,last_review_date missing/unparseable
1021,Missing booking_url
1021,last_review_date missing/unparseable
1022,Missing booking_url
1022,last_review_date missing/unparseable
1023,Missing booking_url
1023,last_review_date missing/unparseable
1024,Missing booking_url
1024,last_review_date missing/unparseable
1025,Missing booking_url
1025,last_review_date missing/unparseable
1026,Missing booking_url
1026,last_review_date missing/unparseable
1027,Missing booking_url
1027,last_review_date missing/unparseable
1028,Missing booking_url
1028,last_review_date missing/unparseable
1029,Missing booking_url
1029,last_review_date missing/unparseable
1030,Missing booking_url
1030,last_review_date missing/unparseable
1031,Missing booking_url
1031,last_review_date missing/unparseable
1031,Duplicate email
1031,Duplicate domain
1032,Missing booking_url
1032,last_review_date missing/unparseable
1032,Duplicate domain
1032,Duplicate phone
1033,Missing booking_url
1033,last_review_date missing/unparseable
1034,Missing booking_url
1034,last_review_date missing/unparseable
1035,Missing booking_url
1035,last_review_date missing/unparseable
1035,Duplicate domain
1035,Duplicate phone
1036,Missing booking_url
1036,last_review_date missing/unparseable
1036,Duplicate email
1037,Missing booking_url
1037,last_review_date missing/unparseable
1038,Missing booking_url
1038,last_review_date missing/unparseable
1039,Missing booking_url
1039,last_review_date missing/unparseable
1039,Duplicate email
1040,Missing booking_url
1040,last_review_date missing/unparseable
1041,Missing booking_url
1041,last_review_date missing/unparseable
1042,Missing booking_url
1042,last_review_date missing/unparseable
1042,Duplicate email
1043,Missing booking_url
1043,last_review_date missing/unparseable
1044,Missing booking_url
1044,last_review_date missing/unparseable
1045,Missing booking_url
1045,last_review_date missing/unparseable
1046,Missing booking_url
1046,last_review_date missing/unparseable
1047,Missing booking_url
1047,last_review_date missing/unparseable
1048,Missing booking_url
1048,last_review_date missing/unparseable
1049,Missing booking_url
1049,last_review_date missing/unparseable
1049,Duplicate email
1049,Duplicate domain
1049,Duplicate phone
1050,Website missing
1050,Missing booking_url
1050,last_review_date missing/unparseable
1051,Missing booking_url
1051,last_review_date missing/unparseable
1052,Missing booking_url
1052,last_review_date missing/unparseable
1053,Missing booking_url
1053,last_review_date missing/unparseable
1054,Missing booking_url
1054,last_review_date missing/unparseable
1055,Missing booking_url
1055,last_review_date missing/unparseable
1056,Missing booking_url
1056,last_review_date missing/unparseable
1057,Missing booking_url
1057,last_review_date missing/unparseable
1058,Missing booking_url
1058,last_review_date missing/unparseable
1058,Duplicate domain
1059,Directory-only website
1059,Missing booking_url
1059,last_review_date missing/unparseable
1059,Duplicate domain
1060,Missing booking_url
1060,last_review_date missing/unparseable
1060,Duplicate email
1060,Duplicate domain
1061,Missing city
1061,Website missing
1061,Missing booking_url
1061,last_review_date missing/unparseable
1062,Website missing
1062,Missing booking_url
1062,last_review_date missing/unparseable
1063,Missing booking_url
1063,last_review_date missing/unparseable
1064,Website missing
1064,Missing booking_url
1064,last_review_date missing/unparseable
1065,Website missing
1065,Missing booking_url
1065,last_review_date missing/unparseable
1066,Website missing
1066,Missing booking_url
1066,last_review_date missing/unparseable
1067,Missing booking_url
1067,last_review_date missing/unparseable
1068,Missing booking_url
1068,last_review_date missing/unparseable
1069,Missing booking_url
1069,last_review_date missing/unparseable
1070,Missing booking_url
1070,last_review_date missing/unparseable
1071,Missing booking_url
1071,last_review_date missing/unparseable
1072,Missing booking_url
1072,last_review_date missing/unparseable
1073,Missing booking_url
1073,last_review_date missing/unparseable
1074,Missing booking_url
1074,last_review_date missing/unparseable
1074,Duplicate email
1075,Missing booking_url
1075,last_review_date missing/unparseable
1076,Missing booking_url
1076,last_review_date missing/unparseable
1077,Missing booking_url
1077,last_review_date missing/unparseable
1077,Duplicate email
1077,Duplicate domain
1078,Missing booking_url
1078,last_review_date missing/unparseable
1078,Duplicate email
1078,Duplicate domain
1079,Missing booking_url
1079,last_review_date missing/unparseable
1079,Duplicate email
1080,Missing booking_url
1080,last_review_date missing/unparseable
1081,Missing booking_url
1081,last_review_date missing/unparseable
1081,Duplicate domain
1082,Missing booking_url
1082,last_review_date missing/unparseable
1083,Missing booking_url
1083,last_review_date missing/unparseable
1084,Missing booking_url
1084,last_review_date missing/unparseable
1085,Missing booking_url
1085,last_review_date missing/unparseable
1086,Missing booking_url
1086,last_review_date missing/unparseable
1086,Duplicate domain
1086,Duplicate phone
1087,Missing booking_url
1087,last_review_date missing/unparseable
1088,Missing booking_url
1088,last_review_date missing/unparseable
1088,Duplicate email
1089,Missing booking_url
1089,last_review_date missing/unparseable
1090,Missing booking_url
1090,last_review_date missing/unparseable
1091,Missing booking_url
1091,last_review_date missing/unparseable
1091,Duplicate email
1091,Duplicate domain
1091,Duplicate phone
1092,Missing booking_url
1092,last_review_date missing/unparseable
1092,Duplicate email
1092,Duplicate domain
1093,Missing booking_url
1093,last_review_date missing/unparseable
1094,Missing booking_url
1094,last_review_date missing/unparseable
1095,Missing booking_url
1095,last_review_date missing/unparseable
1095,Duplicate email
1095,Duplicate domain
1096,Missing booking_url
1096,last_review_date missing/unparseable
1097,Missing booking_url
1097,last_review_date missing/unparseable
1098,Missing booking_url
1098,last_review_date missing/unparseable
1099,Missing booking_url
1099,last_review_date missing/unparseable
1100,Missing booking_url
1100,last_review_date missing/unparseable
1101,Missing booking_url
1101,last_review_date missing/unparseable
1101,Duplicate email
1101,Duplicate domain
1102,Missing booking_url
1102,last_review_date missing/unparseable
1103,Missing booking_url
1103,last_review_date missing/unparseable
1104,Website missing
1104,Missing booking_url
1104,last_review_date missing/unparseable
1105,Missing booking_url
1105,last_review_date missing/unparseable
1106,Missing booking_url
1106,last_review_date missing/unparseable
1107,Website missing
1107,Missing booking_url
1107,last_review_date missing/unparseable
1107,Duplicate email
1108,Missing city
1108,Website missing
1108,Missing booking_url
1108,last_review_date missing/unparseable
1108,Duplicate email
1109,Missing booking_url
1109,last_review_date missing/unparseable
1110,Missing booking_url
1110,last_review_date missing/unparseable
1111,Missing booking_url
1111,last_review_date missing/unparseable
1111,Duplicate email
1112,Missing booking_url
1112,last_review_date missing/unparseable
1112,Duplicate domain
1113,Missing booking_url
1113,last_review_date missing/unparseable
1114,Missing booking_url
1114,last_review_date missing/unparseable
1115,Missing booking_url
1115,last_review_date missing/unparseable
1116,Missing booking_url
1116,last_review_date missing/unparseable
1117,Missing booking_url
1117,last_review_date missing/unparseable
1118,Missing booking_url
1118,last_review_date missing/unparseable
1119,Missing booking_url
1119,last_review_date missing/unparseable
1120,Missing booking_url
1120,last_review_date missing/unparseable
1121,Missing booking_url
1121,last_review_date missing/unparseable
1121,Duplicate email
1121,Duplicate domain
1122,Missing booking_url
1122,last_review_date missing/unparseable
1123,Missing booking_url
1123,last_review_date missing/unparseable
1124,Missing booking_url
1124,last_review_date missing/unparseable
1125,Missing booking_url
1125,last_review_date missing/unparseable
1126,Missing booking_url
1126,last_review_date missing/unparseable
1127,Missing booking_url
1127,last_review_date missing/unparseable
1127,Duplicate email
1127,Duplicate domain
1128,Missing booking_url
1128,last_review_date missing/unparseable
1129,Missing booking_url
1129,last_review_date missing/unparseable
1129,Duplicate email
1129,Duplicate domain
1129,Duplicate phone
1130,Missing booking_url
1130,last_review_date missing/unparseable
1131,Missing booking_url
1131,last_review_date missing/unparseable
1131,Duplicate email
1131,Duplicate domain
1132,Missing booking_url
1132,last_review_date missing/unparseable
1132,Duplicate email
1132,Duplicate domain
1133,Missing booking_url
1133,last_review_date missing/unparseable
1134,Missing booking_url
1134,last_review_date missing/unparseable
1135,Missing booking_url
1135,last_review_date missing/unparseable
1135,Duplicate domain
1136,Missing booking_url
1136,last_review_date missing/unparseable
1136,Duplicate email
1136,Duplicate domain
1136,Duplicate phone
1137,Missing booking_url
1137,last_review_date missing/unparseable
1137,Duplicate email
1137,Duplicate domain
1138,Missing booking_url
1138,last_review_date missing/unparseable
1138,Duplicate email
1138,Duplicate domain
1139,Missing booking_url
1139,last_review_date missing/unparseable
1140,Missing booking_url
1140,last_review_date missing/unparseable
1141,Missing booking_url
1141,last_review_date missing/unparseable
1142,Missing booking_url
1142,last_review_date missing/unparseable
1143,Missing booking_url
1143,last_review_date missing/unparseable
1144,Missing booking_url
1144,last_review_date missing/unparseable
1145,Missing booking_url
1145,last_review_date missing/unparseable
1146,Missing booking_url
1146,last_review_date missing/unparseable
1147,Missing booking_url
1147,last_review_date missing/unparseable
1148,Missing booking_url
1148,last_review_date missing/unparseable
1148,Duplicate phone
1149,Missing booking_url
1149,last_review_date missing/unparseable
1150,Missing booking_url
1150,last_review_date missing/unparseable
1150,Duplicate email
1150,Duplicate domain
1151,Missing booking_url
1151,last_review_date missing/unparseable
1152,Missing booking_url
1152,last_review_date missing/unparseable
1152,Duplicate email
1153,Missing booking_url
1153,last_review_date missing/unparseable
1154,Missing city
1154,Missing booking_url
1154,last_review_date missing/unparseable
1155,Missing booking_url
1155,last_review_date missing/unparseable
1155,Duplicate domain
1156,Missing booking_url
1156,last_review_date missing/unparseable
1157,Missing booking_url
1157,last_review_date missing/unparseable
1158,Missing booking_url
1158,last_review_date missing/unparseable
1159,Missing booking_url
1159,last_review_date missing/unparseable
1160,Missing city
1160,Website missing
1160,Missing booking_url
1160,last_review_date missing/unparseable
1161,Missing booking_url
1161,last_review_date missing/unparseable
1162,Missing booking_url
1162,last_review_date missing/unparseable
1162,Duplicate domain
1163,Missing booking_url
1163,last_review_date missing/unparseable
1164,Website missing
1164,Missing booking_url
1164,last_review_date missing/unparseable
1165,Missing booking_url
1165,last_review_date missing/unparseable
1166,Missing booking_url
1166,last_review_date missing/unparseable
1166,Duplicate email
1166,Duplicate domain
1167,Missing booking_url
1167,last_review_date missing/unparseable
1167,Duplicate email
1167,Duplicate domain
1168,Missing booking_url
1168,last_review_date missing/unparseable
1168,Duplicate phone
1169,Missing booking_url
1169,last_review_date missing/unparseable
1169,Duplicate email
1169,Duplicate domain
1169,Duplicate phone
1170,Missing booking_url
1170,last_review_date missing/unparseable
1171,Missing booking_url
1171,last_review_date missing/unparseable
1171,Duplicate domain
1171,Duplicate phone
1172,Missing booking_url
1172,last_review_date missing/unparseable
1172,Duplicate domain
1173,Missing booking_url
1173,last_review_date missing/unparseable
1174,Missing booking_url
1174,last_review_date missing/unparseable
1174,Duplicate email
1174,Duplicate domain
1175,Missing booking_url
1175,last_review_date missing/unparseable
1176,Missing booking_url
1176,last_review_date missing/unparseable
1177,Missing booking_url
1177,last_review_date missing/unparseable
1177,Duplicate email
1177,Duplicate domain
1178,Missing booking_url
1178,last_review_date missing/unparseable
1179,Missing booking_url
1179,last_review_date missing/unparseable
1179,Duplicate domain
1180,Missing booking_url
1180,last_review_date missing/unparseable
1181,Missing booking_url
1181,last_review_date missing/unparseable
1182,Missing booking_url
1182,last_review_date missing/unparseable
1183,Missing booking_url
1183,last_review_date missing/unparseable
1184,Missing booking_url
1184,last_review_date missing/unparseable
1185,Missing booking_url
1185,last_review_date missing/unparseable
1185,Duplicate phone
1186,Missing booking_url
1186,last_review_date missing/unparseable
1187,Missing booking_url
1187,last_review_date missing/unparseable
1188,Missing booking_url
1188,last_review_date missing/unparseable
1189,Missing booking_url
1189,last_review_date missing/unparseable
1189,Duplicate email
1190,Missing booking_url
1190,last_review_date missing/unparseable
1191,Missing booking_url
1191,last_review_date missing/unparseable
1192,Missing booking_url
1192,last_review_date missing/unparseable
1193,Missing booking_url
1193,last_review_date missing/unparseable
1194,Missing booking_url
1194,last_review_date missing/unparseable
1195,Missing booking_url
1195,last_review_date missing/unparseable
1196,Missing booking_url
